"Last_Name","Name","Pos","Team","Num","feet","inches","Weight","DOB","Pos_r","Cm","Kg","Dob","Age","Cm_j"
"Blackman"," James","QB","MIA",16,6,6,189,"11/14/98","QB",198.12,85.91,1998-11-14,24.7,196.95
"Blackmon"," Julian","S","IND",32,6,0,187,"8/24/98","DB-CB-S",182.88,85,1998-08-24,25,185.01
"Blackmon"," Mekhi","CB","MIN",11,5,11,178,"3/18/99","DB-CB-S",180.34,80.91,1999-03-18,24.4,179.21
"Blackshear"," Raheem","RB","CAR",3,5,9,190,"6/5/98","RB-FB",175.26,86.36,1998-06-05,25.2,173.2
"Blackson"," Angelo","DT","BAL",NA,6,4,318,"11/14/92",NA,193.04,144.55,1992-11-14,30.7,194.36
"Blackwell"," Josh","DB","CHI",39,5,11,180,"4/5/99","DB-CB-S",180.34,81.82,1999-04-05,24.4,179.17
"Blair"," Chris","WR","ATL",NA,6,2,198,"10/6/97","WR-TE",187.96,90,1997-10-06,25.9,187.77
"Bland"," DaRon","CB","DAL",26,6,0,197,"7/12/99","DB-CB-S",182.88,89.55,1999-07-12,24.1,182.58
"Blankenship"," Reed","S","PHI",32,6,1,203,"3/2/99","DB-CB-S",185.42,92.27,1999-03-02,24.4,184.36
"Blankenship"," Rodrigo","K","TB",NA,6,1,184,"1/29/97","S.TEAMS",185.42,83.64,1997-01-29,26.5,185.83
"Blanton"," Kendall","TE","KC",80,6,6,262,"11/10/95","WR-TE",198.12,119.09,1995-11-10,27.8,198.37
"Blasingame"," Khari","FB","CHI",35,6,0,233,"7/1/96","RB-FB",182.88,105.91,1996-07-01,27.1,179.89
"Bledsoe"," Joshuah","S","NE",24,5,11,201,"12/30/98","DB-CB-S",180.34,91.36,1998-12-30,24.6,179.35
"Blough"," David","QB","ARI",17,6,1,207,"7/31/95","QB",185.42,94.09,1995-07-31,28,184.54
"Blount"," Joey","S","SEA",35,6,1,201,"11/16/98","DB-CB-S",185.42,91.36,1998-11-16,24.7,187.17
"Board"," Chris","LB","NE",45,6,2,239,"7/23/95","LB",187.96,108.64,1995-07-23,28.1,187.95
"Bobenmoyer"," Jacob","LS","LV",50,6,2,235,"5/28/97","S.TEAMS",187.96,106.82,1997-05-28,26.2,189.35
"Bobo"," Jake","WR","SEA",19,6,4,207,"8/4/98","WR-TE",193.04,94.09,1998-08-04,25,194.2
"Boettger"," Ike","G","BUF",65,6,6,313,"10/5/94","OL-G-C",198.12,142.27,1994-10-05,28.9,199.98
"Bohanna"," Quinton","DT","DAL",98,6,4,360,"3/16/99",NA,193.04,163.64,1999-03-16,24.4,196.74
"Bojorquez"," Corey","P","CLE",13,6,0,217,"9/13/96","S.TEAMS",182.88,98.64,1996-09-13,26.9,185.31
"Bolden"," Brandon","RB","LV",34,5,11,220,"1/26/90","RB-FB",180.34,100,1990-01-26,33.6,177.25
"Bolden"," Bubba","S","CLE",36,6,2,200,"5/28/99","DB-CB-S",187.96,90.91,1999-05-28,24.2,189.59
"Bolden"," Isaiah","CB","NE",63,6,2,205,"12/16/99","DB-CB-S",187.96,93.18,1999-12-16,23.7,188.67
"Bolden"," Slade","WR","ATL",89,5,11,189,"1/26/99","WR-TE",180.34,85.91,1999-01-26,24.5,179.99
"Bolles"," Garett","OT","DEN",72,6,5,300,"5/27/92","OL-G-C",195.58,136.36,1992-05-27,31.2,195.57
"Bolton"," Curtis","LB","LV",36,6,0,228,"12/18/95","LB",182.88,103.64,1995-12-18,27.7,182.44
"Bolton"," Nick","LB","KC",32,5,11,237,"3/10/00","LB",180.34,107.73,2000-03-10,23.4,180.45
"Bonds"," Jadakis","WR","GB",6,6,3,206,"11/27/99","WR-TE",190.5,93.64,1999-11-27,23.7,191.47
"Bonitto"," Nik","LB","DEN",42,6,3,240,"9/26/99","LB",190.5,109.09,1999-09-26,23.9,192.69
"Bonner"," Ethan","CB","MIA",38,6,1,186,"10/23/99","DB-CB-S",185.42,84.55,1999-10-23,23.8,183.41
"Book"," Ian","QB","PHI",19,6,0,206,"3/30/98","QB",182.88,93.64,1998-03-30,25.4,182.54
"Booker IV"," Thomas","DT","HOU",56,6,3,301,"11/11/99",NA,190.5,136.82,1999-11-11,23.8,191.32
"Boone"," Mike","RB","HOU",22,5,10,206,"6/30/95","RB-FB",177.8,93.64,1995-06-30,28.1,179.5
"Booth Jr."," Andrew","CB","MIN",23,6,0,194,"9/28/00","DB-CB-S",182.88,88.18,2000-09-28,22.9,182.54
"Bootle"," Dicaprio","DB","KC",30,5,10,180,"9/17/97","DB-CB-S",177.8,81.82,1997-09-17,25.9,178.27
"Borders"," Breon","DB","ATL",NA,6,0,189,"7/22/95","DB-CB-S",182.88,85.91,1995-07-22,28.1,182.39
"Borom"," Larry","OL","CHI",75,6,5,333,"3/30/99","OL-G-C",195.58,151.36,1999-03-30,24.4,196.06
"Bosa"," Joey","LB","LAC",97,6,5,280,"7/11/95","LB",195.58,127.27,1995-07-11,28.1,193.16
"Bosa"," Nick","DL","SF",97,6,4,266,"10/23/97","DL-DE",193.04,120.91,1997-10-23,25.8,192.82
"Bostick Jr."," Earl","OT","DAL",64,6,6,310,"12/31/98","OL-G-C",198.12,140.91,1998-12-31,24.6,196.82
"Boswell"," Chris","K","PIT",9,6,2,185,"3/16/91","S.TEAMS",187.96,84.09,1991-03-16,32.4,188.73
"Botts"," Trey","DT","BAL",93,6,2,284,NA,NA,187.96,129.09,NA,NA,188.44
"Bourne"," Kendrick","WR","NE",84,6,1,190,"8/4/95","WR-TE",185.42,86.36,1995-08-04,28,186.1
"Boutte"," Kayshon","WR","NE",58,6,0,195,"5/7/02","WR-TE",182.88,88.64,2002-05-07,21.3,182.79
"Bouyer-Randle"," Brandon","LB","TB",53,6,2,241,"5/2/97","LB",187.96,109.55,1997-05-02,26.3,187.49
"Bowden Jr."," Lynn","WR","NO",NA,5,11,204,"10/14/97","WR-TE",180.34,92.73,1997-10-14,25.8,182.97
"Bowens"," Zion","WR","WAS",84,6,1,185,NA,"WR-TE",185.42,84.09,NA,NA,188.62
"Bower"," Tashawn","DE","NYG",NA,6,5,250,"2/18/95","DL-DE",195.58,113.64,1995-02-18,28.5,194.53
"Bowers"," Nick","TE","CIN",82,6,4,260,"5/26/96","WR-TE",193.04,118.18,1996-05-26,27.2,191.31
"Bowser"," Tyus","LB","BAL",54,6,3,242,"5/23/95","LB",190.5,110,1995-05-23,28.2,189.79
"Boyd"," Kris","CB","ARI",29,5,11,195,"9/12/96","DB-CB-S",180.34,88.64,1996-09-12,26.9,180.28
"Boyd"," Tyler","WR","CIN",83,6,2,203,"11/15/94","WR-TE",187.96,92.27,1994-11-15,28.7,186.39
"Boye-Doe"," Ekow","CB","KC",12,6,0,171,"11/4/99","DB-CB-S",182.88,77.73,1999-11-04,23.8,181.98
"Boykin"," Lance","CB","SEA",29,6,2,198,NA,"DB-CB-S",187.96,90,NA,NA,187.61
"Boykin"," Miles","WR","PIT",13,6,4,220,"10/12/96","WR-TE",193.04,100,1996-10-12,26.8,193.5
"Boyle"," Tim","QB","NYJ",7,6,4,232,"10/3/94","QB",193.04,105.45,1994-10-03,28.9,194.37
"Bozeman"," Bradley","C","CAR",56,6,5,325,"11/24/94","OL-G-C",195.58,147.73,1994-11-24,28.7,196.13
"Bradberry"," James","CB","PHI",24,6,1,210,"8/4/93","DB-CB-S",185.42,95.45,1993-08-04,30,185.23
"Bradbury"," Garrett","C","MIN",56,6,3,300,"6/20/95","OL-G-C",190.5,136.36,1995-06-20,28.2,191.41
"Bradford"," Anthony","G","SEA",70,6,5,345,"4/28/99","OL-G-C",195.58,156.82,1999-04-28,24.3,195.04
"Bradley"," Ja'Marcus","WR","PIT",84,6,0,198,"12/11/96","WR-TE",182.88,90,1996-12-11,26.7,181.87
"Bradley"," Shaun","LB","PHI",54,6,1,240,"4/8/97","LB",185.42,109.09,1997-04-08,26.3,187.67
"Bradley-King"," Will","DE","WAS",56,6,3,254,"12/22/97","DL-DE",190.5,115.45,1997-12-22,25.6,189.82
"Branch"," Brian","DB","DET",32,6,0,190,"10/22/01","DB-CB-S",182.88,86.36,2001-10-22,21.8,181.87
"Branch"," Johari","C","LAC",61,6,2,314,"9/18/98","OL-G-C",187.96,142.73,1998-09-18,24.9,187.33
"Brandel"," Blake","OT","MIN",64,6,7,315,"1/23/97","OL-G-C",200.66,143.18,1997-01-23,26.6,201.46
"Braswell"," Christian","CB","JAC",36,5,10,181,"9/27/99","DB-CB-S",177.8,82.27,1999-09-27,23.9,179
"Bredeson"," Ben","G","NYG",68,6,5,315,"2/20/98","OL-G-C",195.58,143.18,1998-02-20,25.5,199.76
"Breeze"," Brady","S","DET",35,6,0,200,"10/9/97","DB-CB-S",182.88,90.91,1997-10-09,25.8,183.52
"Breida"," Matt","RB","NYG",31,5,10,190,"2/28/95","RB-FB",177.8,86.36,1995-02-28,28.5,176.82
"Brendel"," Jake","OL","SF",64,6,4,299,"9/10/92","OL-G-C",193.04,135.91,1992-09-10,30.9,195.28
"Brents"," JuJu","CB","IND",29,6,3,202,"1/18/00","DB-CB-S",190.5,91.82,2000-01-18,23.6,192.07
"Bresee"," Bryan","DT","NO",90,6,5,305,"10/6/01",NA,195.58,138.64,2001-10-06,21.8,194.85
"Brewer"," Aaron","G","TEN",55,6,1,274,"10/28/97","OL-G-C",185.42,124.55,1997-10-28,25.8,185.12
"Brewer"," Aaron","LS","ARI",46,6,5,232,"7/5/90","S.TEAMS",195.58,105.45,1990-07-05,33.1,194.59
"Brewer"," C.J.","DL","TB",62,6,2,290,"11/22/97","DL-DE",187.96,131.82,1997-11-22,25.7,189.8
"Brewer"," Chandler","OT","JAC",67,6,6,320,"6/12/97","OL-G-C",198.12,145.45,1997-06-12,26.2,198.49
"Bridges"," Shemar","WR","BAL",85,6,4,208,"12/26/97","WR-TE",193.04,94.55,1997-12-26,25.6,192.17
"Bright"," Cam","LB","CLE",NA,6,0,228,NA,"LB",182.88,103.64,NA,NA,183.31
"Brightwell"," Gary","RB","NYG",23,6,1,218,"2/28/99","RB-FB",185.42,99.09,1999-02-28,24.5,181.68
"Brini"," Latavious","S","JAC",21,6,2,215,NA,"DB-CB-S",187.96,97.73,NA,NA,187.02
"Brisker"," Jaquan","DB","CHI",9,6,1,200,"4/20/99","DB-CB-S",185.42,90.91,1999-04-20,24.3,185.43
"Brissett"," Jacoby","QB","WAS",12,6,4,235,"12/11/92","QB",193.04,106.82,1992-12-11,30.7,194.72
"Britt"," K.J.","LB","TB",52,6,0,235,"6/4/99","LB",182.88,106.82,1999-06-04,24.2,182.87
"Broeker"," Nick","G","BUF",67,6,4,305,"10/7/00","OL-G-C",193.04,138.64,2000-10-07,22.8,193.86
"Bronson"," Josiah","DT","MIA",95,6,3,300,"7/3/97",NA,190.5,136.36,1997-07-03,26.1,188.84
"Brooks"," Christopher","RB","MIA",33,6,1,219,"1/11/00","RB-FB",185.42,99.55,2000-01-11,23.6,185.35
"Brooks"," Curtis","DT","WAS",NA,6,2,285,"2/6/98",NA,187.96,129.55,1998-02-06,25.5,189.82
"Brooks"," Jalen","WR","DAL",83,6,2,205,"5/7/00","WR-TE",187.96,93.18,2000-05-07,23.3,187.41
"Brooks"," Jordyn","LB","SEA",56,6,0,240,"10/21/97","LB",182.88,109.09,1997-10-21,25.8,185.36
"Brooks"," Karl","DL","GB",94,6,3,296,"5/8/00","DL-DE",190.5,134.55,2000-05-08,23.3,190.91
"Brooks"," Kendell","CB","ARI",28,6,0,206,"3/3/00","DB-CB-S",182.88,93.64,2000-03-03,23.4,181.73
"Brooks"," Kennedy","RB","PHI",34,5,11,213,"10/8/98","RB-FB",180.34,96.82,1998-10-08,24.8,180.97
"Brooks"," Larry","S","CIN",40,6,0,204,"9/30/00","DB-CB-S",182.88,92.73,2000-09-30,22.9,181.13
"Brooks"," Mason","OL","WAS",61,6,6,315,"10/11/99","OL-G-C",198.12,143.18,1999-10-11,23.8,198.43
"Brooks"," Myles","DB","DAL",NA,6,2,198,NA,"DB-CB-S",187.96,90,NA,NA,187.92
"Brooks"," Natrone","DB","ATL",35,5,11,176,"12/11/99","DB-CB-S",180.34,80,1999-12-11,23.7,180.18
"Broughton"," Cortez","DT","BUF",94,6,2,293,"9/2/96",NA,187.96,133.18,1996-09-02,26.9,187.24
"Brown"," A.J.","WR","PHI",11,6,1,226,"6/30/97","WR-TE",185.42,102.73,1997-06-30,26.1,183.39
"Brown"," Andrew","DL","CHI",92,6,3,296,"12/30/95","DL-DE",190.5,134.55,1995-12-30,27.6,188.2
"Brown"," Anthony","QB","BAL",12,6,1,228,"7/27/98","QB",185.42,103.64,1998-07-27,25,182.72
"Brown"," Ben","C","CIN",62,6,5,312,"5/19/98","OL-G-C",195.58,141.82,1998-05-19,25.2,194.85
"Brown"," Brittain","RB","LV",38,6,1,205,"10/10/97","RB-FB",185.42,93.18,1997-10-10,25.8,188.44
"Brown"," Cam","LB","NYG",47,6,5,233,"4/1/98","LB",195.58,105.91,1998-04-01,25.4,193.97
"Brown"," Cameron","CB","LAC",38,6,0,199,"4/6/00","DB-CB-S",182.88,90.45,2000-04-06,23.4,183.34
"Brown"," Chase","RB","CIN",30,5,9,215,"3/21/00","RB-FB",175.26,97.73,2000-03-21,23.4,176.08
"Brown"," Deonte","G","CAR",77,6,4,335,"1/15/98","OL-G-C",193.04,152.27,1998-01-15,25.6,193.74
"Brown"," Derrick","DT","CAR",95,6,5,320,"4/15/98",NA,195.58,145.45,1998-04-15,25.3,195.57
"Brown"," Duane","OT","NYJ",76,6,4,329,"8/30/85","OL-G-C",193.04,149.55,1985-08-30,38,195.28
"Brown"," Dyami","WR","WAS",2,6,0,195,"11/1/99","WR-TE",182.88,88.64,1999-11-01,23.8,183.98
"Brown"," Evan","C","SEA",63,6,2,305,"9/16/96","OL-G-C",187.96,138.64,1996-09-16,26.9,189.03
"Brown"," Ike","CB","LV",46,6,0,185,"4/25/98","DB-CB-S",182.88,84.09,1998-04-25,25.3,180.09
"Brown"," Ji'ayir","S","SF",27,5,11,202,"1/25/00","DB-CB-S",180.34,91.82,2000-01-25,23.5,179.71
"Brown"," Kyron","DB","BUF",NA,6,1,195,"5/26/96","DB-CB-S",185.42,88.64,1996-05-26,27.2,185.89
"Brown"," Marquise","WR","ARI",2,5,9,180,"6/4/97","WR-TE",175.26,81.82,1997-06-04,26.2,175.44
"Brown"," Mike","S","TEN",44,6,1,222,"4/7/99","DB-CB-S",185.42,100.91,1999-04-07,24.4,186.11
"Brown"," Montaric","CB","JAC",30,6,0,190,"8/24/99","DB-CB-S",182.88,86.36,1999-08-24,24,186.01
"Brown"," Noah","WR","HOU",85,6,2,215,"1/6/96","WR-TE",187.96,97.73,1996-01-06,27.6,186.87
"Brown"," Pharaoh","TE","IND",49,6,5,246,"5/4/94","WR-TE",195.58,111.82,1994-05-04,29.3,194.63
"Brown"," Ronnie","RB","TB",43,5,11,187,"4/12/00","RB-FB",180.34,85,2000-04-12,23.3,180.77
"Brown"," Shakel","DT","TEN",NA,6,4,299,NA,NA,193.04,135.91,NA,NA,194.75
"Brown"," Spencer","RB","CAR",41,6,0,220,"11/13/98","RB-FB",182.88,100,1998-11-13,24.7,180.93
"Brown"," Spencer","OT","BUF",79,6,8,311,"2/28/98","OL-G-C",203.2,141.36,1998-02-28,25.5,203.87
"Brown"," Sydney","S","PHI",21,5,10,211,"3/21/00","DB-CB-S",177.8,95.91,2000-03-21,23.4,177.15
"Brown"," Tanner","K","LAR",49,6,0,180,"12/28/99","S.TEAMS",182.88,81.82,1999-12-28,23.6,185.29
"Brown"," Tony","CB","IND",38,6,0,198,"7/13/95","DB-CB-S",182.88,90,1995-07-13,28.1,182.04
"Brown"," Tre","CB","SEA",22,5,10,185,"9/24/97","DB-CB-S",177.8,84.09,1997-09-24,25.9,179.88
"Brown"," Trent","OL","NE",77,6,8,370,"4/13/93","OL-G-C",203.2,168.18,1993-04-13,30.3,204.73
"Brown"," Troy","LB","NYG",46,6,1,220,"4/30/99","LB",185.42,100,1999-04-30,24.3,184.53
"Brown III"," Bobby","DT","LAR",95,6,4,324,"8/7/00",NA,193.04,147.27,2000-08-07,23,192.78
"Brown IV"," Earnest","DE","LAR",90,6,5,270,"1/8/99","DL-DE",195.58,122.73,1999-01-08,24.6,198.32
"Brown Jr."," Orlando","OT","CIN",75,6,8,345,"5/2/96","OL-G-C",203.2,156.82,1996-05-02,27.3,203.76
"Browning"," Baron","LB","DEN",56,6,3,240,"2/19/99","LB",190.5,109.09,1999-02-19,24.5,189.85
"Browning"," Jake","QB","CIN",6,6,2,209,"4/11/96","QB",187.96,95,1996-04-11,27.3,187.07
"Brownlee"," Jason","WR","NYJ",16,6,2,198,"1/30/99","WR-TE",187.96,90,1999-01-30,24.5,186.33
"Brunskill"," Daniel","OL","TEN",60,6,5,300,"1/27/94","OL-G-C",195.58,136.36,1994-01-27,29.5,194.07
"Bruss"," Logan","G","LAR",60,6,5,309,"10/6/98","OL-G-C",195.58,140.45,1998-10-06,24.9,196.06
"Bryan"," Taven","DT","IND",96,6,4,291,"3/11/96",NA,193.04,132.27,1996-03-11,27.4,193.75
"Bryant"," Austin","DL","SF",56,6,5,250,"11/12/96","DL-DE",195.58,113.64,1996-11-12,26.8,196.51
"Bryant"," Brandin","DT","NYG",NA,6,4,310,"9/16/93",NA,193.04,140.91,1993-09-16,29.9,194.47
"Bryant"," Coby","CB","SEA",8,6,1,193,"3/29/99","DB-CB-S",185.42,87.73,1999-03-29,24.4,184.71
"Bryant"," Harrison","TE","CLE",88,6,5,230,"4/23/98","WR-TE",195.58,104.55,1998-04-23,25.3,196.32
"Bryant"," Myles","DB","NE",27,5,9,185,"1/2/98","DB-CB-S",175.26,84.09,1998-01-02,25.6,174.28
"Buckner"," DeForest","DT","IND",99,6,7,295,"3/17/94",NA,200.66,134.09,1994-03-17,29.4,202.31
"Buechele"," Shane","QB","KC",12,6,0,210,"1/8/98","QB",182.88,95.45,1998-01-08,25.6,181.59
"Buggs"," Isaiah","DL","DET",96,6,3,295,"8/24/96","DL-DE",190.5,134.09,1996-08-24,27,189.79
"Bullard"," Jonathan","DL","MIN",93,6,3,290,"10/22/93","DL-DE",190.5,131.82,1993-10-22,29.8,188.63
"Bumphus"," LaTrell","DE","SEA",NA,6,3,280,"9/30/99","DL-DE",190.5,127.27,1999-09-30,23.9,189.6
"Burford"," Spencer","OL","SF",74,6,4,300,"7/19/00","OL-G-C",193.04,136.36,2000-07-19,23.1,190.79
"Burgess"," Terrell","DB","WAS",NA,5,11,202,"11/12/98","DB-CB-S",180.34,91.82,1998-11-12,24.8,180.85
"Burks"," Oren","LB","SF",48,6,3,233,"3/21/95","LB",190.5,105.91,1995-03-21,28.4,192.62
"Burks"," Treylon","WR","TEN",16,6,2,225,"3/22/00","WR-TE",187.96,102.27,2000-03-22,23.4,188.92
"Burmeister"," Braxton","WR","LAR",4,6,1,205,"9/19/98","WR-TE",185.42,93.18,1998-09-19,24.9,186.01
"Burney"," Amari","LB","LV",56,6,2,228,"6/19/00","LB",187.96,103.64,2000-06-19,23.1,188.04
"Burns"," Artie","CB","SEA",3,6,0,187,"5/1/95","DB-CB-S",182.88,85,1995-05-01,28.3,183.88
"Burns"," Brian","DE","CAR",53,6,5,250,"4/23/98","DL-DE",195.58,113.64,1998-04-23,25.3,194.01
"Burns"," Lorenzo","CB","CLE",27,5,11,175,"10/10/97","DB-CB-S",180.34,79.55,1997-10-10,25.8,180.38
"Burns"," Robert","FB","CHI",45,5,11,222,"9/25/98","RB-FB",180.34,100.91,1998-09-25,24.9,179.46
"Burr-Kirven"," Ben","LB","SEA",NA,6,0,230,"9/8/97","LB",182.88,104.55,1997-09-08,25.9,182.02
"Burrow"," Joe","QB","CIN",9,6,4,215,"12/10/96","QB",193.04,97.73,1996-12-10,26.7,193.1
"Burton"," Michael","FB","DEN",20,6,0,247,"2/1/92","RB-FB",182.88,112.27,1992-02-01,31.5,181.68
"Bush"," Arquon","CB","SEA",24,6,0,187,"5/10/00","DB-CB-S",182.88,85,2000-05-10,23.3,183.22
"Bush"," Deon","DB","KC",26,6,0,200,"8/14/93","DB-CB-S",182.88,90.91,1993-08-14,30,182.04
"Bush"," Devin","LB","SEA",0,5,11,234,"7/18/98","LB",180.34,106.36,1998-07-18,25.1,177.85
"Bushman"," Matt","TE","KC",49,6,5,245,"11/3/95","WR-TE",195.58,111.36,1995-11-03,27.8,195.66
"Butker"," Harrison","K","KC",7,6,4,199,"7/14/95","S.TEAMS",193.04,90.45,1995-07-14,28.1,194.76
"Butler"," Adam","DL","LV",69,6,4,300,"4/12/94","DL-DE",193.04,136.36,1994-04-12,29.3,193.47
"Butler"," Darien","LB","LV",58,5,10,221,"3/2/00","LB",177.8,100.45,2000-03-02,23.4,178.14
"Butler"," Hakeem","WR","PIT",21,6,5,227,"5/16/96","WR-TE",195.58,103.18,1996-05-16,27.2,195.54
"Butler"," Josh","DB","DAL",NA,6,0,182,NA,"DB-CB-S",182.88,82.73,NA,NA,181.5
"Butler"," Matthew","DT","LV",94,6,4,295,"6/10/99",NA,193.04,134.09,1999-06-10,24.2,195.07
"Butler"," Percy","S","WAS",35,6,0,191,"5/29/00","DB-CB-S",182.88,86.82,2000-05-29,23.2,182.63
"Butler"," Vernon","DL","NYG",96,6,4,325,"6/14/94","DL-DE",193.04,147.73,1994-06-14,29.2,192.72
"Byard"," Kevin","S","TEN",31,5,11,212,"8/17/93","DB-CB-S",180.34,96.36,1993-08-17,30,177.73
"Bynum"," Camryn","S","MIN",24,6,0,200,"7/19/98","DB-CB-S",182.88,90.91,1998-07-19,25.1,184.08
"Bynum"," Terrell","WR","LAC",35,6,0,188,"8/3/98","WR-TE",182.88,85.45,1998-08-03,25,185.3
"Byrd"," Damiere","WR","CAR",18,5,9,175,"1/27/93","WR-TE",175.26,79.55,1993-01-27,30.5,174.67
"Byrd"," Henry","G","DEN",66,6,5,310,NA,"OL-G-C",195.58,140.91,NA,NA,194.01
"Byrd"," Jordan","WR","PIT",16,5,9,170,"4/7/00","WR-TE",175.26,77.27,2000-04-07,23.3,173.06
"Cabinda"," Jason","FB","DET",45,6,1,235,"3/17/96","RB-FB",185.42,106.82,1996-03-17,27.4,183.86
"Caesar"," Kaieem","DT","BAL",60,6,2,318,"11/9/99",NA,187.96,144.55,1999-11-09,23.8,187.75
"Cage"," Jerron","DL","NO",77,6,2,305,"11/25/98","DL-DE",187.96,138.64,1998-11-25,24.7,185.69
"Cager"," Lawrence","TE","NYG",83,6,5,220,"8/20/97","WR-TE",195.58,100,1997-08-20,26,194.62
"Cain"," Deon","WR","PHI",NA,6,2,202,"8/9/96","WR-TE",187.96,91.82,1996-08-09,27,188.86
"Cajuste"," Yodny","OL","NYJ",70,6,5,310,"2/21/96","OL-G-C",195.58,140.91,1996-02-21,27.5,195.3
"Calcaterra"," Grant","TE","PHI",81,6,4,240,"12/4/98","WR-TE",193.04,109.09,1998-12-04,24.7,191.48
"Caliendo"," Mike","OL","KC",66,6,4,301,"10/21/97","OL-G-C",193.04,136.82,1997-10-21,25.8,192.41
"Callaway"," Marquez","WR","DEN",11,6,2,204,"3/27/98","WR-TE",187.96,92.73,1998-03-27,25.4,187.94
"Camarda"," Jake","P","TB",5,6,1,193,"4/20/99","S.TEAMS",185.42,87.73,1999-04-20,24.3,187.5
"Camp"," Jalen","WR","HOU",17,6,2,220,"7/10/98","WR-TE",187.96,100,1998-07-10,25.1,186.9
"Campbell"," Calais","DL","ATL",93,6,8,282,"9/1/86","DL-DE",203.2,128.18,1986-09-01,37,202.41
"Campbell"," Chance","LB","TEN",45,6,2,232,"10/8/99","LB",187.96,105.45,1999-10-08,23.8,186.81
"Campbell"," De'Vondre","LB","GB",59,6,4,232,"7/3/93","LB",193.04,105.45,1993-07-03,30.1,191.57
"Campbell"," Elijah","DB","MIA",22,5,11,195,"8/24/95","DB-CB-S",180.34,88.64,1995-08-24,28,182.37
"Campbell"," Jack","LB","DET",46,6,5,249,"8/22/00","LB",195.58,113.18,2000-08-22,23,196.13
"Campbell"," Parris","WR","NYG",0,6,0,208,"7/16/97","WR-TE",182.88,94.55,1997-07-16,26.1,180.91
"Campbell"," Tevaughn","CB","JAC",29,6,0,200,"6/14/93","DB-CB-S",182.88,90.91,1993-06-14,30.2,183.75
"Campbell"," Tyson","CB","JAC",32,6,1,195,"3/17/00","DB-CB-S",185.42,88.64,2000-03-17,23.4,185.99
"Cappa"," Alex","G","CIN",65,6,6,310,"1/27/95","OL-G-C",198.12,140.91,1995-01-27,28.5,197.7
"Cardona"," Joe","LS","NE",49,6,3,245,"4/16/92","S.TEAMS",190.5,111.36,1992-04-16,31.3,190.35
"Carlson"," Anders","K","GB",17,6,5,219,"6/16/98","S.TEAMS",195.58,99.55,1998-06-16,25.2,194.68
"Carlson"," Daniel","K","LV",2,6,5,215,"1/23/95","S.TEAMS",195.58,97.73,1995-01-23,28.6,194.66
"Carlson"," Stephen","TE","CHI",88,6,4,240,"12/12/96","WR-TE",193.04,109.09,1996-12-12,26.7,192.83
"Carman"," Jackson","G","CIN",79,6,5,322,"1/22/00","OL-G-C",195.58,146.36,2000-01-22,23.6,195.89
"Carney"," Owen","DE","CIN",90,6,3,275,"2/8/99","DL-DE",190.5,125,1999-02-08,24.5,190.43
"Carpenter"," Tariq","LB","GB",24,6,3,230,"12/28/98","LB",190.5,104.55,1998-12-28,24.6,190.68
"Carr"," Derek","QB","NO",4,6,3,215,"3/28/91","QB",190.5,97.73,1991-03-28,32.4,188.8
"Carter"," DeAndre","WR","LV",3,5,8,188,"4/10/93","WR-TE",172.72,85.45,1993-04-10,30.3,172.04
"Carter"," Jalen","DT","PHI",98,6,3,314,"4/4/01",NA,190.5,142.73,2001-04-04,22.4,190.75
"Carter"," Ja'Tyre","OL","CHI",69,6,3,311,"1/15/99","OL-G-C",190.5,141.36,1999-01-15,24.6,189.7
"Carter"," Lorenzo","LB","ATL",0,6,5,252,"12/10/95","LB",195.58,114.55,1995-12-10,27.7,195.48
"Carter"," Malachi","WR","CIN",88,6,2,191,"3/15/00","WR-TE",187.96,86.82,2000-03-15,23.4,190.36
"Carter"," Michael","RB","NYJ",32,5,8,201,"5/7/99","RB-FB",172.72,91.36,1999-05-07,24.3,172.19
"Carter"," Shyheim","DB","TEN",38,5,10,194,"12/15/97","DB-CB-S",177.8,88.18,1997-12-15,25.7,177.41
"Carter"," T.J.","DE","LAR",98,6,4,289,"9/15/98","DL-DE",193.04,131.36,1998-09-15,24.9,191.98
"Carter"," Zach","DT","CIN",95,6,4,290,"4/7/99",NA,193.04,131.82,1999-04-07,24.4,195.16
"Carter II"," Andre","LB","MIN",55,6,6,256,"6/2/00","LB",198.12,116.36,2000-06-02,23.2,197.32
"Carter II"," Michael","CB","NYJ",30,5,10,184,"3/8/99","DB-CB-S",177.8,83.64,1999-03-08,24.4,177.4
"Carvin"," Jerome","OL","KC",67,6,3,308,"9/20/00","OL-G-C",190.5,140,2000-09-20,22.9,192.01
"Case"," Kody","WR","IND",13,5,10,180,NA,"WR-TE",177.8,81.82,NA,NA,178.13
"Cashman"," Blake","LB","HOU",53,6,1,237,"5/10/96","LB",185.42,107.73,1996-05-10,27.3,185.56
"Castro-Fields"," Tariq","CB","WAS",26,6,1,197,"1/14/99","DB-CB-S",185.42,89.55,1999-01-14,24.6,185.13
"Cecil"," Brad","C","DET",64,6,4,294,"12/29/99","OL-G-C",193.04,133.64,1999-12-29,23.6,191.68
"Chachere"," Andre","S","ARI",31,6,0,197,"2/10/96","DB-CB-S",182.88,89.55,1996-02-10,27.5,180.62
"Chaisson"," K'Lavon","LB","JAC",45,6,3,245,"7/25/99","LB",190.5,111.36,1999-07-25,24.1,191.49
